NoEssai,NoBloc,NoTraitement,clr_N,clr_P,clr_K,clr_Ca,clr_Mg,clr_Fv,RendVendable,rv_cut,yieldClass,Cultivar,Maturity5,pred_yield
17,1,7,1.119540456960243,-1.024202727530406,0.35988761406250297,0.455696731052381,-1.0445311320834239,1.2207487083339426,16.66486711,39.983704574,LY,Pike,mid-season,LY
17,1,8,1.7362193179853955,0.27204924358240834,-0.2696756214515757,-0.3174513945171351,-1.03694256931818,0.6661114658049749,42.41423557,39.983704574,HY,Pike,mid-season,LY
17,1,9,1.9022994546396597,-0.15307791475478616,-0.0921987649764405,-0.21147773257824481,-1.210143042154556,1.0855078712279391,29.30676846,39.983704574,LY,Pike,mid-season,LY
18,1,1,-0.22087820261905816,-0.603288809207229,0.004752593763982821,0.7543202634557998,-0.8268681086085388,1.8747644032138915,18.36000403,37.34314992950001,LY,Prospect,mid-season,LY
18,1,2,-0.23372810511950126,-0.14862185071983536,0.020491818353243242,0.22709402469329937,-0.3675098113527386,0.9494314041299006,30.6079651,37.34314992950001,LY,Prospect,mid-season,LY
18,1,3,0.7215877716943419,0.7993741976252737,-0.39020336344277684,-0.4312818303107631,-0.5217176569275888,0.30391425790037596,37.4243255,37.34314992950001,HY,Prospect,mid-season,HY
18,1,4,0.7777963161978461,0.7693544242418567,-0.6004646841961606,-0.23676665743945843,-0.28888579315979473,-0.16485740708905905,42.21129664,37.34314992950001,HY,Prospect,mid-season,HY
18,1,5,1.1597513473714947,0.9374241408126655,-0.602333378628791,-0.7319670532581652,-0.38912063096717897,0.17757339660444088,39.96703087,37.34314992950001,HY,Prospect,mid-season,HY
18,1,6,1.0614852164064112,0.49969307883536845,-0.5978758611568438,-0.179125489077273,-0.2768128471025075,-0.15996176699122386,39.76409195,37.34314992950001,HY,Prospect,mid-season,HY
19,1,1,0.3659806751539501,-0.9147579490152797,0.6158891892877789,1.4617183112836016,-1.904846548309118,1.475096517115784,16.23511409,32.6,LY,Superior,early mid-season,LY
19,1,2,-0.2592957471544984,0.1506540245774533,0.517191583308671,0.558453717862026,-0.825798118378839,-0.25628631086642684,36.93488456,32.6,HY,Superior,early mid-season,LY
19,1,3,0.9525801438175809,0.3837330240333326,0.2195467409936935,-0.550621862224209,-0.6235306111564988,-0.02422255409576914,32.54185369,32.6,LY,Superior,early mid-season,HY
19,1,4,1.050395427916513,0.45110390704513886,0.30599983155561644,-0.7855421545288952,-0.48099405656539723,-0.33882955087086497,39.69246644,32.6,HY,Superior,early mid-season,LY
19,1,5,0.18503415268898224,0.6979639049191284,0.431334328561032,-0.11219682539211706,-0.35083896104032697,-1.5170820545910102,37.16169866,32.6,HY,Superior,early mid-season,HY
19,1,6,0.7810783750048762,0.5841220903130417,0.06684025158182876,-0.556441177393233,-0.3696120397235925,-0.42383967148235074,35.26362282,32.6,HY,Superior,early mid-season,LY
19,1,7,1.257479328102908,-1.018239218848264,1.436973883467783,-0.23665826303473012,-1.6856946284698058,1.5183240987399373,9.872381879,32.6,LY,Superior,early mid-season,LY
19,1,8,1.6693459775239043,0.21296536708324548,0.07439322838857808,-0.9149482641326646,-0.5819206648434817,0.2660132888846669,37.4243255,32.6,HY,Superior,early mid-season,LY
19,1,9,1.5179561245943702,-0.5438718684786066,0.33166800378587563,-0.36633476960042194,-0.6630232436869374,0.5308265936010637,26.19105906,32.6,LY,Superior,early mid-season,LY
